sales_agent_name,resale_transaction_date,sales_agent_reg_num,town,real_estate_company_name
RICHARD LEE CHENG GUAN,2024-04-01,R004004I,JURONG WEST,ERA REALTY NETWORK PTE LTD
"LIM HUI JUN, JASMINE",2024-04-01,R004607A,BUKIT MERAH,SINGAPORE ESTATE AGENCY PTE. LTD.
RICHARD LEE CHENG GUAN,2024-04-01,R004004I,JURONG EAST,ERA REALTY NETWORK PTE LTD
TOH LENG LENG DORIS,2024-04-01,R004865A,GEYLANG,ERA REALTY NETWORK PTE LTD
LIM CHING CHING,2024-04-01,R005883E,HOUGANG,ERA REALTY NETWORK PTE LTD
TAN HUI YUAN,2024-04-01,R004008A,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
TENG CHENG SOON,2024-04-01,R004702G,HOUGANG,ORANGETEE & TIE PTE. LTD.
"LAU YAN LIN, SABRINA",2024-04-01,R003741B,JURONG WEST,ORANGETEE & TIE PTE. LTD.
CLARENCE ONG HAN TIONG,2024-04-01,R005781B,PASIR RIS,PROPNEX REALTY PTE. LTD.
CLARENCE ONG HAN TIONG,2024-04-01,R005781B,SENGKANG,PROPNEX REALTY PTE. LTD.
ASMAH BINTE MOHAMED SULAIMAN,2024-04-01,R004954B,BUKIT BATOK,YES 21 PROPERTY AGENTS LLP
LIM BENG HUAT,2024-04-01,R003949J,QUEENSTOWN,OCEAN REALTY LLP
"ONG EE CHING, KAREN",2024-04-01,R003715C,HOUGANG,REAL CENTRE INTERNATIONAL PTE. LTD.
CLARENCE ONG HAN TIONG,2024-04-01,R005781B,PASIR RIS,PROPNEX REALTY PTE. LTD.
CLARENCE ONG HAN TIONG,2024-04-01,R005781B,SENGKANG,PROPNEX REALTY PTE. LTD.
ASMAH BINTE MOHAMED SULAIMAN,2024-04-01,R004954B,BUKIT BATOK,YES 21 PROPERTY AGENTS LLP
LIM BENG HUAT,2024-04-01,R003949J,QUEENSTOWN,OCEAN REALTY LLP
"ONG EE CHING, KAREN",2024-04-01,R003715C,HOUGANG,REAL CENTRE INTERNATIONAL PTE. LTD.
CHENG TECK HIANG,2024-05-01,R005529A,SERANGOON,OK PROPERTY PTE LTD
TAN SEOW WEE RICHARD,2024-05-01,R005033H,GEYLANG,PROPNEX REALTY PTE. LTD.
RINA ANG SIEW KEE,2024-05-01,R005944J,GEYLANG,PROPNEX REALTY PTE. LTD.
ANG ENG IM,2024-05-01,R004940B,GEYLANG,ERA REALTY NETWORK PTE LTD
TAN SEOW WEE RICHARD,2024-05-01,R005033H,PUNGGOL,PROPNEX REALTY PTE. LTD.
JAGJIT KAUR D/O MANGAL SINGH,2024-05-01,R005731F,JURONG EAST,SRI PTE. LTD.
LEE LENG FOONG,2024-05-01,R004813I,SENGKANG,ERA REALTY NETWORK PTE LTD
RAMASAMY PARTHIBAN,2024-05-01,R005518F,PUNGGOL,PROPNEX REALTY PTE. LTD.
MALARVEEZHI D/O G MASLAMANI,2024-05-01,R005503H,JURONG WEST,PROPNEX REALTY PTE. LTD.
GANAPATHY ARUMUGAM,2024-05-01,R005938F,PUNGGOL,PROPNEX REALTY PTE. LTD.
CHOW WAI KIT,2024-02-01,R005831B,MARINE PARADE,ERA REALTY NETWORK PTE LTD
FOO SEK KIANG,2024-02-01,R004086C,SEMBAWANG,ERA REALTY NETWORK PTE LTD
NEO BOON KEONG,2024-02-01,R006055D,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
NG KWANG HWEE FRANCIS,2024-05-01,R004688H,PUNGGOL,ORANGETEE & TIE PTE. LTD.
SUKHWANT SINGH S/O BALBIR SINGH,2024-05-01,R004681J,TAMPINES,PROPNEX REALTY PTE. LTD.
MOHAMED HAIDIR BIN ISMAIL,2024-05-01,R005195D,BEDOK,ERA REALTY NETWORK PTE LTD
GOH ENG HOCK,2024-05-01,R006127E,KALLANG/WHAMPOA,HUTTONS ASIA PTE. LTD.
GOH JEN SIANG,2024-05-01,R006031G,JURONG WEST,PROPNEX REALTY PTE. LTD.
ONG TIONG TUAN,2024-05-01,R005764B,TAMPINES,ERA REALTY NETWORK PTE LTD
DELIA WOO PEI YIN,2024-05-01,R004401Z,JURONG EAST,PROPNEX REALTY PTE. LTD.
NOONAL FARINA,2024-05-01,R004125H,BUKIT MERAH,ORANGETEE & TIE PTE. LTD.
SIOW YONG LEE PERRY,2024-05-01,R006056B,BISHAN,PROPNEX REALTY PTE. LTD.
CONRAD LIM,2024-05-01,R006070H,SENGKANG,PROPNEX REALTY PTE. LTD.
RAMASAMY PARTHIBAN,2024-05-01,R005518F,JURONG WEST,PROPNEX REALTY PTE. LTD.
LIM THIAM HOCK,2024-05-01,R004335H,WOODLANDS,
RAMASAMY PARTHIBAN,2024-05-01,R005518F,JURONG EAST,PROPNEX REALTY PTE. LTD.
GOH JEN SIANG,2024-05-01,R006031G,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
WONG SIN KHEONG,2024-05-01,R005598D,BEDOK,HUTTONS ASIA PTE. LTD.
LIM LEE CHOO JOSEPHINE,2024-05-01,R005499F,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
CHEUNG HING HING,2024-05-01,R004919D,ANG MO KIO,MINDLINK GROUPS PTE. LTD.
WU BOON SENG,2024-05-01,R005746D,TAMPINES,PROPNEX REALTY PTE. LTD.
LIM CHING CHING,2024-05-01,R005883E,HOUGANG,ERA REALTY NETWORK PTE LTD
MOHAMED HAIDIR BIN ISMAIL,2024-05-01,R005195D,BEDOK,ERA REALTY NETWORK PTE LTD
ZAINAB BINTE AHMAD,2024-05-01,R005616F,BUKIT BATOK,ORANGETEE & TIE PTE. LTD.
"CHNG SOCK LENG, CHARLOTTE",2024-05-01,R005258F,TAMPINES,ERA REALTY NETWORK PTE LTD
STANLEY WONG CHUN YAN,2024-05-01,R006066Z,PASIR RIS,PROPNEX REALTY PTE. LTD.
LIM SAW JIT,2024-05-01,R004830I,TAMPINES,HUTTONS ASIA PTE. LTD.
LOH SOH LAN DORIS,2024-05-01,R004557A,JURONG WEST,PROPNEX REALTY PTE. LTD.
MOHAMED HAIDIR BIN ISMAIL,2024-05-01,R005195D,HOUGANG,ERA REALTY NETWORK PTE LTD
MOHAMED HAIDIR BIN ISMAIL,2024-05-01,R005195D,BEDOK,ERA REALTY NETWORK PTE LTD
ZAINAB BINTE AHMAD,2024-05-01,R005616F,BUKIT BATOK,ORANGETEE & TIE PTE. LTD.
"CHNG SOCK LENG, CHARLOTTE",2024-05-01,R005258F,TAMPINES,ERA REALTY NETWORK PTE LTD
STANLEY WONG CHUN YAN,2024-05-01,R006066Z,PASIR RIS,PROPNEX REALTY PTE. LTD.
LIM SAW JIT,2024-05-01,R004830I,TAMPINES,HUTTONS ASIA PTE. LTD.
LOH SOH LAN DORIS,2024-05-01,R004557A,JURONG WEST,PROPNEX REALTY PTE. LTD.
MOHAMED HAIDIR BIN ISMAIL,2024-05-01,R005195D,HOUGANG,ERA REALTY NETWORK PTE LTD
JOHNSON TAN CHEE KHEONG,2024-05-01,R004657H,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
RAMALINGAM RAVI,2024-05-01,R005516Z,JURONG WEST,ORANGETEE & TIE PTE. LTD.
ROYSTON KWEK SENG SEET,2024-05-01,R005036B,PUNGGOL,ERA REALTY NETWORK PTE LTD
GANAPATHY ARUMUGAM,2024-05-01,R005938F,GEYLANG,PROPNEX REALTY PTE. LTD.
YANG LOH LING,2024-05-01,R004405B,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
LIM CHING CHING,2024-05-01,R005883E,WOODLANDS,ERA REALTY NETWORK PTE LTD
LORRAIN NG SOCK LAN,2024-05-01,R005591G,BEDOK,ORANGETEE & TIE PTE. LTD.
LIANG DADONG,2024-05-01,R004645D,SEMBAWANG,HUTTONS ASIA PTE. LTD.
LAU WEE SENG,2024-05-01,R004347A,JURONG EAST,PROPNEX REALTY PTE. LTD.
TAN CHWOON WEE,2024-05-01,R004046D,YISHUN,PROPNEX REALTY PTE. LTD.
PONNUSAMI THIRUMURTHI,2024-05-01,R005490B,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
HO YEE MENG,2024-05-01,R005222E,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
LIM CHING CHING,2024-06-01,R005883E,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
PONNUSAMI THIRUMURTHI,2024-06-01,R005490B,YISHUN,ERA REALTY NETWORK PTE LTD
GANAPATHY ARUMUGAM,2024-06-01,R005938F,ANG MO KIO,PROPNEX REALTY PTE. LTD.
DANAPALAN SENTHIL KUMAR,2024-06-01,R005886Z,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
EBENEZER SUNILKUMAR,2024-06-01,R004421D,PUNGGOL,ERA REALTY NETWORK PTE LTD
YEO KIM CHENG,2024-06-01,R006012J,SENGKANG,PROPNEX REALTY PTE. LTD.
FLORES YVETTE CASTRO,2024-06-01,R004157F,SEMBAWANG,PROPNEX REALTY PTE. LTD.
MOHAMED HAIDIR BIN ISMAIL,2024-06-01,R005195D,GEYLANG,ERA REALTY NETWORK PTE LTD
TEO KHEE HWA,2024-06-01,R004005G,WOODLANDS,SRI PTE. LTD.
ARIATI TYEB PAPAR,2024-06-01,R005129F,SENGKANG,PROPNEX REALTY PTE. LTD.
CHEW LYE NEO IVY,2024-06-01,R004142H,HOUGANG,SRI PTE. LTD.
PONNUSAMI THIRUMURTHI,2024-06-01,R005490B,PUNGGOL,ERA REALTY NETWORK PTE LTD
PONNUSAMI THIRUMURTHI,2024-06-01,R005490B,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
ONG WEISHENG,2024-06-01,R004269F,HOUGANG,HUTTONS ASIA PTE. LTD.
ANG WEE CHEE,2024-06-01,R003756J,WOODLANDS,HUTTONS ASIA PTE. LTD.
MELIAWATI LANUMA MIHARDJA,2024-06-01,R004923B,SERANGOON,HUTTONS ASIA PTE. LTD.
ONG YING YING,2024-06-01,R004586E,PUNGGOL,ERA REALTY NETWORK PTE LTD
LIM WEE HUA,2024-06-01,R004438I,SEMBAWANG,ERA REALTY NETWORK PTE LTD
CHEUNG HING HING,2024-06-01,R004919D,ANG MO KIO,MINDLINK GROUPS PTE. LTD.
TAN YAN YANG,2024-06-01,R003767F,SENGKANG,PROPNEX REALTY PTE. LTD.
TEOH CHIN GUAN,2024-06-01,R003995D,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
SHI YUN ZHEN SELEEN,2024-06-01,R004929A,ANG MO KIO,PROPNEX REALTY PTE. LTD.
ANGELINE NG LAY LENG,2024-06-01,R005511I,CLEMENTI,PROPNEX REALTY PTE. LTD.
"LIM HUI JUN, JASMINE",2024-06-01,R004607A,WOODLANDS,SINGAPORE ESTATE AGENCY PTE. LTD.
"LIM HUI JUN, JASMINE",2024-06-01,R004607A,YISHUN,SINGAPORE ESTATE AGENCY PTE. LTD.
YEO SOON KIN,2024-06-01,R006043J,SENGKANG,ERA REALTY NETWORK PTE LTD
CHIANG SIEW YIEN,2024-06-01,R005172E,QUEENSTOWN,ORANGETEE & TIE PTE. LTD.
LOH SOH LAN DORIS,2024-06-01,R004557A,JURONG WEST,PROPNEX REALTY PTE. LTD.
TING THIAM HOCK,2024-06-01,R005888F,QUEENSTOWN,SRI PTE. LTD.
CHIANG SIEW YIEN,2024-06-01,R005172E,QUEENSTOWN,ORANGETEE & TIE PTE. LTD.
CHEW LYE NEO IVY,2024-06-01,R004142H,BEDOK,SRI PTE. LTD.
NOONAL FARINA,2024-06-01,R004125H,SEMBAWANG,ORANGETEE & TIE PTE. LTD.
WONG KEE SUAN,2024-06-01,R005736G,TOA PAYOH,ORANGETEE & TIE PTE. LTD.
KOH POH CHOO,2024-06-01,R005564Z,SERANGOON,PROPNEX REALTY PTE. LTD.
LEE NGIM CHIU MAGGIE,2024-06-01,R005108C,SERANGOON,HUTTONS ASIA PTE. LTD.
JOSHUA KOH FU BENG,2024-06-01,R004264E,YISHUN,ELTRUST INVESTMENTS PTE. LTD.
"TEO KWAN QIN, IRENE",2024-06-01,R004757D,PUNGGOL,ORANGETEE & TIE PTE. LTD.
ZAINAB BINTE AHMAD,2024-06-01,R005616F,JURONG EAST,ORANGETEE & TIE PTE. LTD.
WONG FENG LIAN,2024-06-01,R006051A,WOODLANDS,ERA REALTY NETWORK PTE LTD
ARIATI TYEB PAPAR,2024-06-01,R005129F,ANG MO KIO,PROPNEX REALTY PTE. LTD.
LIM SOK BOEY,2024-06-01,R004265C,JURONG WEST,ERA REALTY NETWORK PTE LTD
WONG LIN CHUI,2024-06-01,R005106G,TAMPINES,PROPNEX REALTY PTE. LTD.
GOH JEN SIANG,2024-06-01,R006031G,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
"KHENG KWANG YONG, EDWIN",2024-06-01,R005738C,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
"LIM HUI JUN, JASMINE",2024-06-01,R004607A,SENGKANG,SINGAPORE ESTATE AGENCY PTE. LTD.
ONG WEISHENG,2024-07-01,R004269F,ANG MO KIO,HUTTONS ASIA PTE. LTD.
TAN TE TE TERENCE,2024-07-01,R003951B,KALLANG/WHAMPOA,ART REALTY PTE LTD
FLORES YVETTE CASTRO,2024-07-01,R004157F,SEMBAWANG,PROPNEX REALTY PTE. LTD.
ROBIN OOI YEOW HWEE,2024-07-01,R003805B,SENGKANG,PROPERTY MASTER REALTY PTE. LTD.
RAMU THAMODHARAN,2024-07-01,R004497D,SENGKANG,ERA REALTY NETWORK PTE LTD
RINA ANG SIEW KEE,2024-07-01,R005944J,GEYLANG,PROPNEX REALTY PTE. LTD.
RINA ANG SIEW KEE,2024-07-01,R005944J,GEYLANG,PROPNEX REALTY PTE. LTD.
ONG YING YING,2024-07-01,R004586E,BEDOK,ERA REALTY NETWORK PTE LTD
GANAPATHY ARUMUGAM,2024-07-01,R005938F,BEDOK,PROPNEX REALTY PTE. LTD.
ONG PEI CHERN,2024-07-01,R005588G,JURONG EAST,ERA REALTY NETWORK PTE LTD
LIM KWOK MUN,2024-07-01,R003826E,BUKIT BATOK,STRATUM PROPERTIES PTE LTD
RICHARD LEE CHENG GUAN,2024-07-01,R004004I,JURONG WEST,ERA REALTY NETWORK PTE LTD
EVA QIU XIU,2024-07-01,R004752C,PASIR RIS,ERA REALTY NETWORK PTE LTD
GOH KIM HONG,2024-07-01,R005053B,BUKIT MERAH,ORANGETEE & TIE PTE. LTD.
TAN HWEE HOON,2024-07-01,R005331J,YISHUN,PROPNEX REALTY PTE. LTD.
LAU WEE SENG,2024-07-01,R004347A,JURONG EAST,PROPNEX REALTY PTE. LTD.
RENNE CHOW WAI LENG,2024-07-01,R004395A,HOUGANG,PROPNEX REALTY PTE. LTD.
LIANG DADONG,2024-07-01,R004645D,ANG MO KIO,HUTTONS ASIA PTE. LTD.
RAMALINGAM RAVI,2024-07-01,R005516Z,JURONG WEST,ORANGETEE & TIE PTE. LTD.
RAMALINGAM RAVI,2024-07-01,R005516Z,TAMPINES,ORANGETEE & TIE PTE. LTD.
"LIM HUI JUN, JASMINE",2024-07-01,R004607A,YISHUN,SINGAPORE ESTATE AGENCY PTE. LTD.
ANG CHIEW PHENG,2024-07-01,R003974A,SEMBAWANG,PROPNEX REALTY PTE. LTD.
ONG TIONG TUAN,2024-07-01,R005764B,GEYLANG,ERA REALTY NETWORK PTE LTD
LIM CHING CHING,2024-07-01,R005883E,SENGKANG,ERA REALTY NETWORK PTE LTD
LIM CHING CHING,2024-07-01,R005883E,PUNGGOL,ERA REALTY NETWORK PTE LTD
LIM THIAM HOCK,2024-07-01,R004335H,KALLANG/WHAMPOA,
LOH LUAN CHOO BETSY,2024-07-01,R004731J,YISHUN,ERA REALTY NETWORK PTE LTD
YAP KOK CHENG,2024-07-01,R004676D,ANG MO KIO,PROPNEX REALTY PTE. LTD.
ENG MEOW LENG,2024-07-01,R005317E,HOUGANG,REALSTAR PREMIER GROUP PRIVATE LIMITED
LEONG CHUN PUI,2024-07-01,R005599B,CLEMENTI,KF PROPERTY NETWORK PTE LTD
PONNUSAMI THIRUMURTHI,2024-07-01,R005490B,JURONG EAST,ERA REALTY NETWORK PTE LTD
HO KIT PING,2024-07-01,R004965H,BEDOK,PROPNEX REALTY PTE. LTD.
"CHAN GEK MING, ROBIN",2024-07-01,R004972J,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
YEO SOON KIN,2024-07-01,R006043J,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
PONNUSAMI THIRUMURTHI,2024-07-01,R005490B,JURONG WEST,ERA REALTY NETWORK PTE LTD
OR SHIET TENG JOCELYN,2024-07-01,R005015Z,CLEMENTI,PROPNEX REALTY PTE. LTD.
LIM KIM BUAY,2024-07-01,R005498H,BEDOK,PROPNEX REALTY PTE. LTD.
ALVIN TAN WEI LIANG,2024-07-01,R004270Z,SENGKANG,PROPNEX REALTY PTE. LTD.
LIM BEE LIAN LYNN,2024-07-01,R004582B,PUNGGOL,ORANGETEE & TIE PTE. LTD.
"LIM HUI JUN, JASMINE",2024-07-01,R004607A,YISHUN,SINGAPORE ESTATE AGENCY PTE. LTD.
"LIM SENG KIM, JERRY",2024-07-01,R004549J,YISHUN,HUTTONS ASIA PTE. LTD.
ONG TIONG TUAN,2024-07-01,R005764B,YISHUN,ERA REALTY NETWORK PTE LTD
RICHARD LEE CHENG GUAN,2024-07-01,R004004I,JURONG EAST,ERA REALTY NETWORK PTE LTD
"LIM HUI JUN, JASMINE",2024-07-01,R004607A,SEMBAWANG,SINGAPORE ESTATE AGENCY PTE. LTD.
MALARVEEZHI D/O G MASLAMANI,2024-07-01,R005503H,JURONG WEST,PROPNEX REALTY PTE. LTD.
"LIM HUI JUN, JASMINE",2024-07-01,R004607A,YISHUN,SINGAPORE ESTATE AGENCY PTE. LTD.
ONG WEISHENG,2024-07-01,R004269F,SEMBAWANG,HUTTONS ASIA PTE. LTD.
OWN SHU MEI,2024-07-01,R005877J,CLEMENTI,ERA REALTY NETWORK PTE LTD
PONNUSAMI THIRUMURTHI,2024-07-01,R005490B,ANG MO KIO,ERA REALTY NETWORK PTE LTD
STANLEY WONG CHUN YAN,2024-07-01,R006066Z,TAMPINES,PROPNEX REALTY PTE. LTD.
SUKHWANT SINGH S/O BALBIR SINGH,2024-07-01,R004681J,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
LIANG DADONG,2024-07-01,R004645D,ANG MO KIO,HUTTONS ASIA PTE. LTD.
ZAILANI BIN KHAMIS,2024-07-01,R004979H,BEDOK,ERA REALTY NETWORK PTE LTD
LEON LIM YU ZHI,2024-07-01,R005443J,PUNGGOL,ERA REALTY NETWORK PTE LTD
"LIM HUI JUN, JASMINE",2024-07-01,R004607A,SERANGOON,SINGAPORE ESTATE AGENCY PTE. LTD.
MELANIE RAELENE TAN LI PING,2024-07-01,R004228I,CLEMENTI,HUTTONS ASIA PTE. LTD.
MOHAMED HAIDIR BIN ISMAIL,2024-07-01,R005195D,CLEMENTI,ERA REALTY NETWORK PTE LTD
PONNUSAMI THIRUMURTHI,2024-07-01,R005490B,BEDOK,ERA REALTY NETWORK PTE LTD
MOHAMED HAIDIR BIN ISMAIL,2024-07-01,R005195D,JURONG EAST,ERA REALTY NETWORK PTE LTD
TAN CHWOON WEE,2024-07-01,R004046D,SEMBAWANG,PROPNEX REALTY PTE. LTD.
"LIM HUI JUN, JASMINE",2024-07-01,R004607A,YISHUN,SINGAPORE ESTATE AGENCY PTE. LTD.
CHEW LAI HENG,2024-07-01,R003976H,JURONG WEST,ERA REALTY NETWORK PTE LTD
YEO SOON KIN,2024-07-01,R006043J,SENGKANG,ERA REALTY NETWORK PTE LTD
CHUA LAI CHAN,2024-07-01,R005212H,SENGKANG,PROPNEX REALTY PTE. LTD.
TAN SIEW KUAN JUNETTE,2024-07-01,R005006J,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
YIN HUA,2024-08-01,R003979B,JURONG WEST,ERA REALTY NETWORK PTE LTD
YAP SWEE KIM SELENA,2024-08-01,R005911D,BISHAN,ORANGETEE & TIE PTE. LTD.
ZHANG LU,2024-08-01,R003992Z,JURONG WEST,PROPNEX REALTY PTE. LTD.
LIM KOK LEONG,2024-08-01,R004770A,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
ANG CHIEW PHENG,2024-08-01,R003974A,PUNGGOL,PROPNEX REALTY PTE. LTD.
RINA ANG SIEW KEE,2024-08-01,R005944J,TAMPINES,PROPNEX REALTY PTE. LTD.
ZAILANI BIN KHAMIS,2024-08-01,R004979H,SENGKANG,ERA REALTY NETWORK PTE LTD
ENG MEOW LENG,2024-08-01,R005317E,HOUGANG,REALSTAR PREMIER GROUP PRIVATE LIMITED
CAROLLYN ONG SUAT LIAN,2024-08-01,R005751J,KALLANG/WHAMPOA,ORANGETEE & TIE PTE. LTD.
NG KWANG HWEE FRANCIS,2024-08-01,R004688H,MARINE PARADE,ORANGETEE & TIE PTE. LTD.
TAN YAN YANG,2024-08-01,R003767F,HOUGANG,PROPNEX REALTY PTE. LTD.
CHAN YEOW WAI,2024-08-01,R004118E,YISHUN,ERA REALTY NETWORK PTE LTD
LIM SAW JIT,2024-08-01,R004830I,TAMPINES,HUTTONS ASIA PTE. LTD.
LEE SONG HIN,2024-08-01,R004039A,SEMBAWANG,WILD WILD WEST PROPERTIES PTE. LTD.
CHIAM PUAY NGOH,2024-08-01,R005906H,YISHUN,ERA REALTY NETWORK PTE LTD
CHING SIEW LEONG,2024-08-01,R006008B,ANG MO KIO,ERA REALTY NETWORK PTE LTD
ROBIN OOI YEOW HWEE,2024-08-01,R003805B,BUKIT TIMAH,PROPERTY MASTER REALTY PTE. LTD.
MARK FONG CHOO,2024-08-01,R004454J,SERANGOON,PROPNEX REALTY PTE. LTD.
WIN WIN,2024-08-01,R004927E,JURONG WEST,ERA REALTY NETWORK PTE LTD
CHING SIEW LEONG,2024-08-01,R006008B,ANG MO KIO,ERA REALTY NETWORK PTE LTD
ROBIN OOI YEOW HWEE,2024-08-01,R003805B,BUKIT TIMAH,PROPERTY MASTER REALTY PTE. LTD.
MARK FONG CHOO,2024-08-01,R004454J,SERANGOON,PROPNEX REALTY PTE. LTD.
WIN WIN,2024-08-01,R004927E,JURONG WEST,ERA REALTY NETWORK PTE LTD
TEOH CHIN GUAN,2024-08-01,R003995D,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
SUBBIAH RAMKUMAR,2024-08-01,R004697G,PASIR RIS,ERA REALTY NETWORK PTE LTD
ANG CHIEW PHENG,2024-08-01,R003974A,SENGKANG,PROPNEX REALTY PTE. LTD.
WOON WEE KOK,2024-08-01,R004583J,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
CHING SIEW LEONG,2024-08-01,R006008B,CLEMENTI,ERA REALTY NETWORK PTE LTD
TAN LAY KEOW,2024-08-01,R005197J,ANG MO KIO,PROPNEX REALTY PTE. LTD.
PONNUSAMI THIRUMURTHI,2024-08-01,R005490B,JURONG EAST,ERA REALTY NETWORK PTE LTD
CASSANDRA THNG BEE KHIM,2024-08-01,R006042B,JURONG WEST,PROPNEX REALTY PTE. LTD.
ONG TIONG TUAN,2024-08-01,R005764B,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
TAN JIT KIN,2024-08-01,R006100C,CHOA CHU KANG,SRI PTE. LTD.
ONG TIONG TUAN,2024-08-01,R005764B,SENGKANG,ERA REALTY NETWORK PTE LTD
TAN YAN YANG,2024-08-01,R003767F,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
ANG WEE CHEE,2024-08-01,R003756J,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
GOH AI YIN NANCY,2024-08-01,R005813D,CLEMENTI,HUTTONS ASIA PTE. LTD.
TNG POH KIAT,2024-08-01,R004068E,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
RENNE CHOW WAI LENG,2024-08-01,R004395A,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
LOW KIA MIN ANDY,2024-08-01,R005274H,CENTRAL AREA,SUMMIT PLANNERS PROPERTIES PTE. LTD.
CHAU YONG HUA,2024-08-01,R005307H,BEDOK,ERA REALTY NETWORK PTE LTD
ARIATI TYEB PAPAR,2024-08-01,R005129F,BISHAN,PROPNEX REALTY PTE. LTD.
LAU WEE SENG,2024-08-01,R004347A,SENGKANG,PROPNEX REALTY PTE. LTD.
TAN SIOK HOON LISA,2024-08-01,R005125C,BUKIT MERAH,ORANGETEE & TIE PTE. LTD.
GOH ENG HOCK,2024-08-01,R006127E,KALLANG/WHAMPOA,HUTTONS ASIA PTE. LTD.
"LAU YAN LIN, SABRINA",2024-08-01,R003741B,JURONG EAST,ORANGETEE & TIE PTE. LTD.
MOH KIM CHOO CHERYL CHARLINE,2024-08-01,R005796J,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
GOH JEN SIANG,2024-08-01,R006031G,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
SIOW YONG LEE PERRY,2024-08-01,R006056B,WOODLANDS,PROPNEX REALTY PTE. LTD.
WOON WEE KOK,2024-08-01,R004583J,WOODLANDS,HUTTONS ASIA PTE. LTD.
LIM KWOK MUN,2024-08-01,R003826E,BUKIT PANJANG,STRATUM PROPERTIES PTE LTD
YAP KOK CHENG,2024-08-01,R004676D,SENGKANG,PROPNEX REALTY PTE. LTD.
YEO SOON KIN,2024-08-01,R006043J,PUNGGOL,ERA REALTY NETWORK PTE LTD
BIMAL THOMAS FERDIN,2024-08-01,R004670E,BEDOK,ORANGETEE & TIE PTE. LTD.
"HUANG YONG YI, JASON",2024-08-01,R004486I,JURONG WEST,HUTTONS ASIA PTE. LTD.
CHENG TECK HIANG,2024-08-01,R005529A,WOODLANDS,OK PROPERTY PTE LTD
CHONG CHEN NAM,2024-08-01,R005306Z,KALLANG/WHAMPOA,REALSTAR PREMIER GROUP PRIVATE LIMITED
CHUA AI TEE,2024-08-01,R004613F,BUKIT PANJANG,HUTTONS ASIA PTE. LTD.
YEO SOON KIN,2024-08-01,R006043J,SENGKANG,ERA REALTY NETWORK PTE LTD
MD MUSA BIN MOHD HUSSAIN,2024-08-01,R003706D,CLEMENTI,PROPNEX REALTY PTE. LTD.
CHUA TZE CHUANG,2024-08-01,R005807Z,JURONG WEST,ERA REALTY NETWORK PTE LTD
CHUA MUI LING,2024-08-01,R005890H,GEYLANG,PROPNEX REALTY PTE. LTD.
"LIM HUI JUN, JASMINE",2024-08-01,R004607A,YISHUN,SINGAPORE ESTATE AGENCY PTE. LTD.
MD MUSA BIN MOHD HUSSAIN,2024-08-01,R003706D,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
TAN YAN YANG,2024-08-01,R003767F,PUNGGOL,PROPNEX REALTY PTE. LTD.
BALA MURUGAN SREE PRAKASH S/O BALA KRISHNAN,2024-08-01,R005054J,HOUGANG,SRI PTE. LTD.
LOH SOK LING,2024-08-01,R005788Z,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
BALA MURUGAN SREE PRAKASH S/O BALA KRISHNAN,2024-08-01,R005054J,HOUGANG,SRI PTE. LTD.
PEH CHIN WEI,2024-08-01,R004933Z,PUNGGOL,PROPNEX REALTY PTE. LTD.
NEO CHIN BENG,2024-08-01,R004464H,GEYLANG,HUTTONS ASIA PTE. LTD.
TEO SIEW LAN,2024-08-01,R005448A,QUEENSTOWN,SRI PTE. LTD.
MD MUSA BIN MOHD HUSSAIN,2024-08-01,R003706D,BEDOK,PROPNEX REALTY PTE. LTD.
NEO BOON KEONG,2024-08-01,R006055D,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
ZAILANI BIN KHAMIS,2024-08-01,R004979H,TAMPINES,ERA REALTY NETWORK PTE LTD
